bar_idx,datetime,price,bid_vol,ask_vol,volume,delta,trades,buy_trades,sell_trades,max_one_trade
14418,2026-07-29 10:20:00,4091.6,1,0,2,-1,2,0,0,0
14418,2026-07-29 10:20:00,4091.9,0,1,1,1,1,0,0,0
14419,2026-07-29 10:21:00,4090.4,1,0,1,-1,1,0,0,0
14419,2026-07-29 10:21:00,4090.6,0,0,2,0,2,0,0,0
14419,2026-07-29 10:21:00,4090.7,3,0,4,-3,4,0,0,0
14419,2026-07-29 10:21:00,4090.9,0,1,1,1,1,0,0,0
14419,2026-07-29 10:21:00,4091.0,1,0,3,-1,3,0,0,0
14419,2026-07-29 10:21:00,4091.1,0,0,1,0,1,0,0,0
14420,2026-07-29 10:22:00,4090.4,0,1,1,1,1,0,0,0
14420,2026-07-29 10:22:00,4090.5,4,0,4,-4,3,0,0,0
14420,2026-07-29 10:22:00,4090.7,0,0,1,0,1,0,0,0
14420,2026-07-29 10:22:00,4090.8,0,1,1,1,1,0,0,0
14420,2026-07-29 10:22:00,4091.0,0,1,1,1,1,0,0,0
14421,2026-07-29 10:23:00,4090.4,0,1,1,1,1,0,0,0
14421,2026-07-29 10:23:00,4090.6,3,0,3,-3,3,0,0,0
14421,2026-07-29 10:23:00,4090.8,0,2,2,2,2,0,0,0
14421,2026-07-29 10:23:00,4090.9,1,0,1,-1,1,0,0,0
14421,2026-07-29 10:23:00,4091.1,0,1,1,1,1,0,0,0
14422,2026-07-29 10:24:00,4090.5,1,0,2,-1,2,0,0,0
14422,2026-07-29 10:24:00,4090.8,0,1,1,1,1,0,0,0
14423,2026-07-29 10:25:00,4089.5,3,1,4,-2,4,0,0,0
14423,2026-07-29 10:25:00,4089.6,1,1,2,0,2,0,0,0
14423,2026-07-29 10:25:00,4089.7,0,1,1,1,1,0,0,0
14423,2026-07-29 10:25:00,4089.8,1,0,1,-1,1,0,0,0
14423,2026-07-29 10:25:00,4089.9,1,0,1,-1,1,0,0,0
14423,2026-07-29 10:25:00,4090.1,0,1,1,1,1,0,0,0
14423,2026-07-29 10:25:00,4090.2,2,0,2,-2,1,0,0,0
14423,2026-07-29 10:25:00,4090.3,3,0,3,-3,3,0,0,0
14423,2026-07-29 10:25:00,4090.6,0,1,1,1,1,0,0,0
14424,2026-07-29 10:26:00,4089.8,3,0,3,-3,3,0,0,0
14424,2026-07-29 10:26:00,4090.1,0,1,1,1,1,0,0,0
14424,2026-07-29 10:26:00,4090.2,0,1,1,1,1,0,0,0
14424,2026-07-29 10:26:00,4090.5,1,0,1,-1,1,0,0,0
14424,2026-07-29 10:26:00,4090.7,1,0,1,-1,1,0,0,0
14424,2026-07-29 10:26:00,4090.8,0,1,1,1,1,0,0,0
14424,2026-07-29 10:26:00,4090.9,1,0,1,-1,1,0,0,0
14424,2026-07-29 10:26:00,4091.0,0,1,1,1,1,0,0,0
14425,2026-07-29 10:27:00,4090.7,2,1,3,-1,3,0,0,0
14425,2026-07-29 10:27:00,4090.8,3,1,4,-2,4,0,0,0
